"date";"url";"question";"answer";"factoid";"start_with_prompt"
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"How does the Finnish Immigration Service know how I earn my income?";"We may conduct register checks in different national registers. Information on the salaries and benefits paid to you comes from, among other sources, the Incomes Register. You can read more about the Incomes Register on the website of the Finnish Tax Administration: Incomes Register (vero.fi)";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"How does the Finnish Immigration Service know if I have committed crimes in Finland?";"We may conduct register checks in different national registers. Information on fines and prison sentences in Finland comes from the Legal Register Centre. You can read more about the register on the website of the Legal Register Centre: www.oikeusrekisterikeskus.fiLink to an external website.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have a residence permit for studies. How does the Finnish Immigration Service know the status of my studies?";"We can, for instance, check the status of your studies using the Koski register (oph.fi).";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have a residence permit for a startup entrepreneur. Setting up a company has taken longer than expected, and my business is not in operation yet. Will I lose my residence permit?";"If you have moved to Finland but your company is not in operation, we will ask you about it. In your reply, you can explain your situation and your plans. We will then make an overall assessment of your situation.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have a residence permit for a specialist. How does the Finnish Immigration Service know if I have received benefits or whether or not my salary has been on the level required for the permit?";"We may conduct register checks in different national registers. Information on the salaries and benefits paid to you comes from, among other sources, the Incomes Register. Your salary must meet the salary requirement of the year during which your residence permit was issued. You can read more about the Incomes Register on the website of the Finnish Tax Administration: Incomes Register (vero.fi)Link to an external website. ";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permits";"I have a permanent residence permit in Finland but I had to travel to my home country and stay there a long time for personal reasons. Will I lose my residence permit?";"If you are temporarily residing outside Finland for special and exceptional reasons, there is an application that you can file to prevent the withdrawal of your residence permit. Please read more here: Withdrawal of residence permits ";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permit-card";"Where can I give my fingerprints?";"Your fingerprints will be taken when you submit your residence permit application. Abroad this takes place at a Finnish mission (embassy or consulate), and in Finland at a service point of the Finnish Immigration Service.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permit-card";"Who needs to give fingerprints?";"All persons over the age of 6 submitting an application for a residence permit must give their fingerprints while submitting the application. For instance long distances or economic reasons are not sufficient grounds for failing to give one's fingerprints.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permit-card";"I have lost my residence permit card or my residence permit card has been stolen. What should I do?";"If you lose your card in Finland or your card is stolen in Finland, report this to the police. Apply for a new residence permit card in Enter Finland and add to your application a copy of the report that you filed with the police concerning your lost or stolen card. 

If you lose your card while abroad, or your card is stolen while abroad, report this to the authorities of the country you are visiting. If you are unable to travel to Finland without a visa, you can apply for a D visa so that you can return to Finland. In that case, fill in and submit the paper application for a D visa.

For more information on how to renew your residence permit card, please visit the page Renewal of a residence permit card.";"D visa";""
"23.10.2024";"https://migri.fi/en/faq-residence-permit-card";"I have received a residence permit card, but there is incorrect information on the card. What should I do?";"Inform the Finnish Immigration Service in writing about the incorrect information. Specify what information should be corrected and in what way. Remember to also include your contact information.The Finnish Immigration Service will determine the cause of the incorrect information. After this, the Finnish Immigration Service will let you know if the information will be corrected without a new application or if you need to apply for a new card.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permit-card";"I have a permanent residence permit sticker in my passport. My passport is about to expire. What should I do?";"You must apply for a new passport from the same authorities who issued your previous passport. Usually this means your own country's embassy in Finland. If you have an alien's passport or a refugee travel document issued by Finland, you must submit a re-application at a service point of the Finnish Immigration Service.

The residence permit sticker will not be transferred to your new passport, instead you must apply for a residence permit card from the Finnish Immigration Service. The residence permit card is proof of your right to reside in Finland.

You can apply for a new residence permit card online in Enter Finland. For more information on how to renew your residence permit card, please visit the page Renewal of a residence permit card.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permit-card";"If the decision on my residence permit or asylum application is positive, when can I pick up my residence permit card?";"It takes approximately two weeks to manufacture and post the residence permit card.

The cards are manufactured by a private company, and the Finnish Immigration Service has no influence over how soon the cards can be delivered. Please note that phone calls to the Finnish Immigration Service do not speed up the manufacturing of your card.";"2 weeks / two weeks";""
"23.10.2024";"https://migri.fi/en/faq-residence-permit-card";"What kind of information is labelled on a residence permit card? How does the card look like?";"Please, find the answer on the page Residence permit card.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permit-card";"I have a new passport. What do I do with my residence permit card?";"Your residence permit card must have the same personal data as your passport. If your personal details in your new passport are the same as in your old passport and in your residence permit card, you do not need to do anything.

If your personal data, such as your name, has changed, you must apply for a new residence permit card.

You can apply for a new residence permit card online in Enter Finland. For more information on how to renew your residence permit card, please visit the page Renewal of a residence permit card.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permit-card";"My residence permit card is about to expire but my residence permit is still valid. What should I do?";"You have to renew your card. You can apply for a new card online in Enter Finland. For more information on how to renew your residence permit card, please visit the page Renewal of a residence permit card. 

If your residence permit card expires while you are abroad but you still have a valid residence permit in Finland, you can apply for a D visa for returning to Finland by submitting an application at a Finnish mission (embassy or consulate). For more information, see the page D visa.";"D visa";""
"23.10.2024";"https://migri.fi/en/faq-residence-permit-card";"The validity of my residence permit card is about to expire, and I am unable to get an appointment at a service point. What should I do? ";"Apply for the renewal of your residence permit card before it expires. In urgent matters, you can visit our service points with a waiting number. If you apply for the renewal of your card in Enter Finland, send your application before your old card expires. When you send your application in Enter Finland, you do not have to visit a service point to prove your identity before your card expires. Instead, you can visit the service point later.

If you have a permanent (P) residence permit and the validity of your residence permit card is about to expire:

Your right to work will not be interrupted even if you submit your application for a residence permit card late. 
You can read more about renewing a residence permit card on the page Renewal of a residence permit card.

If your residence permit is about to expire:

Apply for an extended permit using the online service Enter Finland before your current residence permit expires. If you apply for a new permit after your previous permit has expired, your right to work ends and you can get a negative decision. The gap between your permits can also affect your application later if you apply for a permanent residence permit or Finnish citizenship.
For more information about applying for an extended permit, see the page Extended permit.";"";""
"23.10.2024";"https://migri.fi/en/faq-residence-permit-card";"Can I send the application to renew the residence permit card by post?";"No, you cannot because new fingerprints are needed for the card and you have to prove your identity. ";"fingerprint";""
"23.10.2024";"https://migri.fi/en/faq-residence-permit-card";"How do I renew a child’s residence permit card?";"A child’s card is renewed the same way as the card for an adult. The parent or guardian of the child must fill in the application on behalf of the child in Enter Finland. For more information on how to renew your residence permit card, please visit the page Renewal of a residence permit card.

All children over the age of six have to give their fingerprints.";"";""
"23.10.2024";"https://migri.fi/en/faq-family";"I have a residence permit granted by the state of Finland. My spouse also wishes to move to Finland. She is not an EU citizen or equivalent. How should we proceed?";"Your spouse may apply for a Finnish residence permit on the basis of family ties.";"";""
"23.10.2024";"https://migri.fi/en/faq-family";"May I complete a residence permit application in Finland on behalf of my spouse?";"You may not apply for a residence permit on your spouse’s behalf. Only the applicant may initiate a residence permit application.";"";""
"23.10.2024";"https://migri.fi/en/faq-family";"Do the same instructions and practices apply to people in a registered relationship as to married couples?";"Yes. Two people of the same sex who have registered their relationship are also considered as spouses.";"yes";""
"23.10.2024";"https://migri.fi/en/faq-family";"May my cohabiting partner, who is not an EU citizen or equivalent, be granted a Finnish residence permit on the basis of family ties?";"A cohabiting partner may apply for a residence permit on the basis of family ties on certain conditions. If you are not sure what application form you should use, use the Application Finder to find out.";"";""
"23.10.2024";"https://migri.fi/en/faq-family";"I am in an established intimate relationship with a foreigner who is not an EU citizen or equivalent. We plan to marry. May my partner be granted a Finnish residence permit for the purpose of marrying?";"In accordance with the Finnish Aliens Act, a partner is not considered a family member and therefore a residence permit is generally not granted on this basis.

However, in special cases a partner may be granted a residence permit. This requires a special reason. In some cases a residence permit may be granted on the basis of, for example, cohabitation, if the foreigner is coming to Finland to marry.";"";""
"23.10.2024";"https://migri.fi/en/faq-family";"I’m in an established relationship with a foreign national who is not an EU citizen or a similar person. Can she/he enter Finland with a visa and apply for a residence permit after we get married?";"Your partner may visit Finland with a visa if the conditions for granting a visa are met, or without a visa if she/he is exempt from the visa requirement. A Finnish mission (um.fi) abroad decides whether a visa is granted.

If your partner intends to move to Finland, she must apply for her first residence permit outside Finland. She must also wait for the decision outside Finland.

Your spouse may submit an application for a first residence permit in Finland if one of the following applies:

You are a Finnish citizen.
You have a residence permit for studies.
You have a residence permit for a researcher.
‘Spouse’ refers to your wife or husband, your registered same-sex partner or your cohabiting partner who you have lived with for at least 2 years in a marriage-like relationship or with whom you have joint custody of a child.";"";""
"23.10.2024";"https://migri.fi/en/faq-family";"My spouse is about to apply for a residence permit on the basis of work. I’m going to apply for a residence permit on the basis of family ties. Can we submit our applications at the same time? Will we also get our decisions at the same time?";"You can submit your applications at the same time. However, it is possible that you will receive your decision later than your spouse. There are many reasons for this: 

The processing time requirement for applications submitted on the basis of work or studies is stricter than for applications submitted by family members.
It takes a longer time to process family members’ applications, as their processing includes more stages that require manual work.
Due to the large number of applications, there are currently backlogs in the processing of applications submitted by family members.
When an application has been submitted on the basis of family ties, the processing time provided by law is nine months. You can speed up the processing of your application by making sure that you have filled in your application completely and added the necessary attachments and can present legalised documents concerning your family ties.";"";""
"23.10.2024";"https://migri.fi/en/faq-family";"May my parents be granted a Finnish residence permit?";"Relatives other than members of the nuclear family may in some cases be granted a residence permit on the basis of family ties. The permit may be granted only to other relatives of a Finnish citizen or a person who has received international protection.

If the close family life of the applicant and of the relative living in Finland has previously been discontinued for normal family reasons – for example, when an adult child has begun family life with his or her spouse – the residence permit may not be granted on the grounds of resuming close family life.

Residence permits are primarily intended to be granted on the above grounds if an elderly parent moves to Finland at the same time as his or her adult child. If the application for a residence permit is submitted after the adult child has moved to Finland, the discontinuation of family life must have taken place for compelling reasons, such as for living in exile as a refugee. Even in such cases the efforts to resume the close family life must begin immediately after the adult child has arrived in Finland and established contact with the relative.

A permit may also be granted if the close relative is fully dependent on the person residing in Finland. Dependence on a person (sponsor) residing in Finland refers to both physical and mental dependence; financial dependence alone does not constitute full dependence.

Those falling within this group generally include the elderly parents of adults residing in Finland as well as adult children and unmarried siblings. Residence permits are not generally granted on the basis of poor health and need for treatment if the applicant has the opportunity to receive treatment for his or her condition in the home country.

If the applicant’s poor health is stated as a reason for the application, relevant medical certificates must be appended to the application.";"";""
"23.10.2024";"https://migri.fi/en/faq-family";"Must a child born in Finland, also a baby, hold a passport issued by his or her country of nationality before one can apply for a first residence permit for the child?";"The time limit for applying for a residence permit for a child is 3 months of the child being born. If the child’s country of nationality has an embassy or a consulate in Finland, the child must obtain a passport issued by his or her country of nationality. If the child is born in Finland and it is not possible to get a passport from the child’s country of nationality in Finland, the child can be exempted from the passport requirement. The child can be issued with an alien’s passport so that he or she can obtain a passport issued by his or her country of nationality. The child must have a passport issued by his or her country of nationality at the latest when an application for an extended permit for the child is submitted.";"";""
"23.10.2024";"https://migri.fi/en/faq-family";"How soon after the birth of a child in Finland does the residence permit application have to be submitted?";"The application must be submitted within three months of the child’s birth.";"3 months / three months";""
"23.10.2024";"https://migri.fi/en/faq-family";"Does the child, even a baby, have to be present in person when the application is submitted?";"Usually, the child must be present when the application is submitted at a mission or at a service point of the Finnish Immigration Service. However, the child does not have to be personally present, if there is a weighty medical reason why the child cannot be present.";"";""
"23.10.2024";"https://migri.fi/en/faq-family";"Can anyone else besides the child’s parent or guardian or other legal representative fill in and submit the residence permit application if given power of attorney?";"Yes, provided that the child’s parent or guardian or other legal representative of the child has given a power of attorney to the person. In such a case, a power of attorney with signature must be attached to the application.

Please note that the child must be present when the application is submitted at a Finnish mission abroad or at a service point of the Finnish Immigration Service in Finland. This requirement applies to all children under the age of 18, including babies.";"";""
"23.10.2024";"https://migri.fi/en/faq-family";"I have a residence permit for Finland on the basis of family ties. May I work and study in Finland?";"If you have a residence permit granted on the basis of family ties, you have the right to gainful employment and study without restrictions in Finland.";"";""
"23.10.2024";"https://migri.fi/en/faq-family";"When will the sponsor have been granted a residence permit on the basis of international protection?";"A sponsor residing in Finland will have been issued with a residence permit on the basis of international protection when he or she has been

granted asylum in Finland either on the basis of an asylum application or as a quota refugee
granted a residence permit on the basis of subsidiary protection, or
granted a residence permit prior to 1 June 2009 on the basis of the need for protection.";"";""
"23.10.2024";"https://migri.fi/en/faq-employment";"I wish to move to Finland to work in paid employment. I am not an EU national or a person with an equivalent nationality. What do I need to do?";"To move to Finland on the basis of employment, you must first get a job in Finland. After you have found a place to work, you will need a residence permit on the basis of work issued by Finland. Apply for your first residence permit outside Finland and visit a Finnish embassy or consulate to prove your identity. You must wait for the decision outside Finland. 

If you are not sure which application you should use, use the Application Finder to find out.";"";""
"23.10.2024";"https://migri.fi/en/faq-employment";"May I apply for a residence permit for an employed person if I find a suitable job while visiting Finland?";"No, you cannot. You must apply for a first residence permit outside Finland before arriving in Finland. If you apply for a residence permit while in Finland, you will usually get a negative decision.";"no";""
"23.10.2024";"https://migri.fi/en/faq-employment";"I own shares of a public limited company (oy) in Finland. I wish to apply for a residence permit. Which permit do I need?";"A residence permit will not be granted on the grounds that you own shares; you also have to work in the company, and the work must be performed in Finland. If you are not sure what application form you should use, use the Application Finder to find out.";"";""
"23.10.2024";"https://migri.fi/en/faq-employment";"Can I and my family member submit our applications at the same time? Will the applications be processed together?";"Your family member can submit his or her application at the same time as you submit your application. Your applications are not necessarily processed at the same time. You can speed up the processing by making sure that both you and your family member include all the necessary information and attachments in your applications.";"";""
"23.10.2024";"https://migri.fi/en/faq-employment";"Am I allowed to work while waiting for a decision on my application for a residence permit on the basis of employment?";"You do not have the right to work while your first application for a residence permit on the basis of employment is still being processed.

Work for which a residence permit is not required is an exception to this rule. Note, however, that you will be allowed to work in this way without a residence permit only until the expiry of your visa or exemption from visa.

If you have already been granted a residence permit on the basis of employment or some other residence permit on the basis of which you are entitled to work, you may continue the work that you are entitled to do in the same field during the processing of your extended permit on condition that you have applied for an extended permit before the expiry of your previous permit.";"";""
"23.10.2024";"https://migri.fi/en/faq-employment";"May I work elsewhere within the Schengen area with a residence permit for an employed person issued by Finland?";"If you have a Finnish residence permit, you may travel to other countries in the Schengen area for a short period of time, but you are not allowed to take paid employment there. If you wish to live or work in another country in the Schengen area, you need to contact the authorities of that country to determine the type of permit required.

Regardless of the type of residence permit (A, B or P) or the reasons why it was granted, a Finnish residence permit allows you to visit other countries in the Schengen area for no more than 90 days at a time. This is the longest total consecutive time you may spend outside Finland in other Schengen countries, not just in one country.";"90 days / ninety days";""
"23.10.2024";"https://migri.fi/en/faq-employment";"I have a permanent residence permit issued by another Schengen country. Does this allow me to live and work in Finland?";"A residence permit issued by another Schengen country allows you to travel to Finland for a period of no more than 90 days at a time. If you do not have a residence permit issued by Finland, you may not stay any longer than that, and you may not take paid employment.

Work for which a residence permit is not required is an exception to this rule.";"90 days / ninety days";""
"23.10.2024";"https://migri.fi/en/faq-employment";"May I change from one occupational sector to another while my residence permit for an employed person is valid?";"Your residence permit for an employed person entitles you to work in any or several occupations of your choosing. For more information, see Changing jobs.";"";""
"23.10.2024";"https://migri.fi/en/faq-employment";"Can I move from one professional field to another while my residence permit for an employed person is valid? ";"Your residence permit for an employed person entitles you to work in one or more professional fields, depending on the number of professional fields for which you have originally applied for a permit. For more information, see Changing jobs.";"";""
"23.10.2024";"https://migri.fi/en/faq-employment";"I have been granted a residence permit for employment but my employment relationship has ended. Will the Finnish Immigration Service know that my employment relationship has ended? What will happen with my residence permit?";"Residence permit holders must always have grounds for their residence permit. If you have been granted a residence permit on the basis of work, we recommend that you try to find a new job as soon as possible. You can also apply for a residence permit on new grounds if you have some other grounds for residing in Finland.

Your employer may notify the Finnish Immigration Service of the ending of your employment relationship. Based on the notification, the Finnish Immigration Service may start considering the withdrawal of your residence permit. At the moment, there is no legal obligation for the employer to notify the Finnish Immigration Service of the ending of an employment relationship.

You can follow the legislation reforms concerning employment on the website of the Ministry of Economic Affairs and Employment: Measures of the Government concerning work-based immigration";"";""
"23.10.2024";"https://migri.fi/en/faq-employment";"Am I allowed to study if I have a residence permit for an employed person?";"Yes. All Finnish residence permits entitle you to study in Finland. Please note, however, that if the purpose of your residence in Finland changes from employment to studying, for example, you must apply for a new residence permit for studies.";"";""
"23.10.2024";"https://migri.fi/en/faq-employment";"I am entering Finland as a lecturer. I am not an EU national or a person with an equivalent nationality. Do I need to apply for a residence permit for an employed person?";"If you are entering Finland as a lecturer on the basis of an invitation or agreement, you do not need a residence permit for an employed person.

However, you must have a valid visa or be a citizen of a visa-exempt country. You may work for no more than 90 days, until your visa or visa exemption period expires.

If you are entering Finland for an assignment lasting more than 90 days, you must apply for a residence permit which is granted separately for lecturing. If you are not sure what application form you should use, use the Application Finder to find out.";"90 days / ninety days";""
"23.10.2024";"https://migri.fi/en/faq-employment";"I am going to work in Finland for a foreign company. Can I apply for a residence permit on the basis of work? ";"If the company does not require you to reside in Finland, you cannot be granted a residence permit on the basis of work. A residence permit on the basis of work is only granted for such work that requires the employee to reside in Finland. Working remotely for a foreign company does not on its own constitute grounds for a residence permit on the basis of work. 

Check the grounds on which you can apply for a residence permit in Finland on the basis of work. ";"";""
"23.10.2024";"https://migri.fi/en/faq-employment";"If I reside in Finland and work remotely for a foreign company, can the income requirement be met?";"No, it cannot, if you plan to apply for a residence permit on the basis of work. Working remotely for a foreign company does not on its own constitute grounds for a residence permit on the basis of work, so you will have to apply for a residence permit on some other grounds. 

Check the grounds for applying for a residence permit in Finland on the basis of work. If you apply for a residence permit on the basis of work, you will need to be paid a sufficient salary for the job for which you applied for a residence permit during the entire time your residence permit is valid. The income from remote work is not taken into account in the application. 

As regards other residence permits, the situation is considered case by case. Other grounds for residence permits are, for example, family ties, studies and remigration. Read more about the grounds for applying for a residence permit.";"";""
"23.10.2024";"https://migri.fi/en/faq-employment";"I have a valid residence permit in Finland. Am I allowed to work remotely for a foreign company when staying in Finland with a residence permit? The company does not have business activities in Finland.";"You are allowed to work remotely for a foreign company when staying in Finland with a residence permit. However, you cannot be granted a residence permit on the basis of remote work. Visit the website of the Tax AdministrationLink to an external website, Opens in a new tab to check on issues related to taxation.";"";""
"23.10.2024";"https://migri.fi/en/faq-fast-track";"I have already applied for a permit without using the fast track service. Can I change my application into a fast-track application? ";"No, you cannot make changes in your application after you have submitted it. ";"";""
"23.10.2024";"https://migri.fi/en/faq-fast-track";"The time limit of 14 days has passed and a notification from Enter Finland said that my application could not be fast-tracked. Why? What happens now? When do I get a decision? ";"Here are some examples of why an application cannot be fast-tracked: 

all requirements for the application are not met; 
you have not added all the required attachments to the application; 
your employer has not filled in the conditions of employment within two working days after you submitted your application (this does not apply to start-up entrepreneurs or family members); 
you have not proved your identity at a Finnish mission or an application centre within five working days of submitting your application. 
If your application could not be fast-tracked, its processing follows the regular processing times, which vary depending on the type of application. ";"";""
"23.10.2024";"https://migri.fi/en/faq-fast-track";"When filling in my application in Enter Finland, I opted to prove my identity at a Finnish mission. I changed my mind and want to visit a VFS Global application centre instead. Is that possible? Can I change my service point of choice if I already have selected a Finnish mission as the place where I prove my identity?";"Yes, you can change the service point you selected. Find the relevant contact details on the website of the Ministry for Foreign Affairs and book an appointment as instructed. Please note that you might not be able to secure an appointment within five working days if you change your service point. ";"";""
"23.10.2024";"https://migri.fi/en/faq-fast-track";"Can I submit a fast-track application if I am in Finland? Can I apply for an extended permit using the fast-track service?";"If you already are in Finland, you cannot submit a fast-track application. It is not possible to apply for an extended permit using the fast-track service.";"";""
"23.10.2024";"https://migri.fi/en/faq-fast-track";"My employer is not able to fill in the conditions of employment because their suomi.fi identification does not work for some reason. What happens with my fast-track application? Will this slow down the processing? ";"If your employer does not fill in the conditions of employment in Enter Finland for Employers within two working days after you have submitted your own application, your application will not be fast-tracked. Instead, your application will follow the regular processing times, which depend on the type of application. ";"";""
"23.10.2024";"https://migri.fi/en/faq-fast-track";"My spouse has not received the code. What should we do?  ";"If you added the email address of your spouse to your application but he or she did not receive the code, please contact esupport@migri.fi. ";"";""
"23.10.2024";"https://migri.fi/en/faq-fast-track";"My spouse is already in Finland (start-up entrepreneur). Can I and our child apply using the fast track service?";"If your spouse is already in Finland, you cannot apply using the fast track service. When using the fast track service, family members must apply at the same time as the sponsor. ";"";""
"23.10.2024";"https://migri.fi/en/faq-fast-track";"I do not have a credit card and I cannot pay for my application in Enter Finland. How can I use the fast track service if I pay for my application later at the Finnish mission?";"It is not possible to apply using the fast track service if you do not pay for the application in Enter Finland before submitting it.";"";""
"23.10.2024";"https://migri.fi/en/faq-fast-track";"I could not pay for my application in Enter Finland. Can my employer pay for my application? Will my application be fast-tracked even though I cannot pay for the application in Enter Finland?";"If you apply for a residence permit using the fast-track service, you must pay the processing fee for your application in Enter Finland before submitting the application. Your employer cannot pay for your fast-track application. 

If you are unable to pay for your application in Enter Finland, you must submit a normal application. In that case, the processing of your application will follow the regular processing times, which vary depending on the type of application.";"";""
"23.10.2024";"https://migri.fi/en/faq-fast-track";"I have a residence permit in another EU country. Can I apply for a D visa?";"If you have a residence permit in another EU country, you do not need a visa to enter Finland.";"";""
"23.10.2024";"https://migri.fi/en/faq-fast-track";"Can I submit a fast-track application without applying for a D visa?";"You can apply for a residence permit using the fast-track service without applying for a D visa. If you arrive from a country whose citizens are required to have a visa and you want to arrive in Finland immediately after receiving a positive decision on your application, you must also apply for a D visa. If you arrive from a visa-free country, you do not need a D visa. ";"D visa";""
"23.10.2024";"https://migri.fi/en/faq-fast-track";"I need to come to Finland urgently and start working immediately. Can I apply for a D visa now and apply for a residence permit later when I have arrived in Finland?";"No, you cannot. You must have a residence permit in order to work in Finland. Fast-track applications can only be submitted abroad, not in Finland. ";"";""
"23.10.2024";"https://migri.fi/en/faq-seasonal-work";"Who needs a permit to do seasonal work?";"When you are coming to Finland to do seasonal work, you must apply for the appropriate permit for it. The term 'seasonal work permit' refers to a seasonal work visa, a certificate for seasonal work or a residence permit for seasonal work. Which seasonal work permit you need to apply for depends on the duration of your employment.

To check if you need a visa, see the website of the Ministry for Foreign Affairs (um.fi).

You need a visa for seasonal workLink to an external website if you intend to work for a maximum of 90 days and come from a country whose citizens need a visa to Finland. Applications for a visa for seasonal work are processed and decided by the Finnish missions (embassies and consulates).
You need a certificate for seasonal work if you are coming from a country whose citizens are not required to have a visa and will work for a maximum of 90 days. The Finnish Immigration Service grants the certificate.
You need a residence permit for seasonal work if you will work in Finland for 3 to 9 months. Submit your residence permit application to the Finnish Immigration Service. If you will work for 6 to 9 months, an Employment and Economic Development Office will first make a partial decision.
You can also apply for the addition of a new employer to your currently valid seasonal work permit.";"90 days / ninety days; 6 to 9 months / six to nine months";"I have a question about seasonal work."
"23.10.2024";"https://migri.fi/en/faq-seasonal-work";"How do I apply for a seasonal work permit?";"Use the online service Enter Finland Link to an external website, Opens in a new tabto apply for the following:

certificate for seasonal work
residence permit for seasonal work
addition of a new employer.
The online service Enter Finland is the quickest and most affordable way to apply.

If you cannot use online services and the seasonal work lasts for a maximum of 90 days:

You can send a request for a certificate for seasonal work and the necessary attachments by email or by post to the Finnish Immigration Service.
If you cannot use online services and the seasonal work lasts for 3 to 9 months:

You can apply for a residence permit for seasonal work at a Finnish mission (embassy or consulate) abroad. You cannot send the application by email or by post.
If you are renewing your seasonal work permit, you can also apply for the permit in Finland by submitting the application at a service point of the Finnish Immigration Service.
If you cannot use online services and you want to apply for the addition of a new employer:

Send the application form and the form TY6_plus by email to the address migri@migri.fi.
You can only apply for a seasonal work visa at a Finnish mission abroad.";"90 days / ninety days; 6 to 9 months / six to nine months";"I have a question about seasonal work."
"23.10.2024";"https://migri.fi/en/faq-seasonal-work";"I want to come to Finland to pick wild berries in the summer of 2024, but I cannot get a visa. Which residence permit should I apply for? ";"Finland’s Ministry for Foreign Affairs will not issue visas for wild-berry pickers from countries within the consular district of the Embassy of Finland in Bangkok for the summer 2024. You can read more about this in a press release issued by the Ministry for Foreign Affairs (um.fi)Link to an external website, Opens in a new tab.

If you have an employment relationship in order to pick wild berries, you can apply for a residence permit for an employed person. Employment relationship means that you have an employer with whom you have a contract concerning your work and salary. Read more on the page Residence permit for an employed person. 

You cannot get a seasonal work permit on the basis of wild-berry picking.";"";"I have a question about seasonal work."
"23.10.2024";"https://migri.fi/en/faq-seasonal-work";"Can a seasonal worker have several employers?";"Yes, it is possible to have more than one employer. Those who will work on berry farms, for example, can sign an employment contract with several companies already before they start working.

If you intend to work for several employers, provide the information and attachments on each employer at the application stage. You can supplement your application while it is still being processed by the Finnish Immigration Service. 

If you get employed by a new employer who is not yet registered in your seasonal work permit, you can apply for the addition of the employer to your permit. You can work for the new employer for as long as your current seasonal work permit is valid. For more information, see: How to apply for the addition of a new employer. 

If your employment with the new employer will last longer than your seasonal work permit is valid, you must apply for a new residence permit, not the addition of a new employer. Please use the Application Finder to check which permit you should apply for.";"";"I have a question about seasonal work."
"23.10.2024";"https://migri.fi/en/faq-seasonal-work";"Does the employer have to pay the minimum wage according to the collective agreement?";"A seasonal worker who comes to Finland must have sufficient financial resources secured by income from gainful employment, and your wage must be at minimum in accordance with the collective agreement that applies to your employment relationship.";"";"I have a question about seasonal work."
"23.10.2024";"https://migri.fi/en/faq-seasonal-work";"What details does my employer need to provide for the application?";"The employer must always fill in the terms of employment in an application concerning seasonal work. The fastest way to do this is to log in to Enter Finland for Employers and fill in the details under 'waiting for work conditions'. 

If the employer cannot use Enter Finland for Employers, the employer must use the paper form TY6_plus to submit the terms of employment. The form covers basic information about the employer, the employee and the terms of employment.";"";"I have a question about seasonal work."
"23.10.2024";"https://migri.fi/en/faq-seasonal-work";"""The applicant must have appropriate accommodation."" What does this mean?";"The living conditions must fulfil the generally recognised health and safety requirements for housing in Finland. The accommodation must be warm, fire safe and equipped with sufficient toilet and bathroom facilities. It must also have warm water for washing and enough room to sleep in.";"";"I have a question about seasonal work."
"23.10.2024";"https://migri.fi/en/faq-seasonal-work";"How can I follow the processing of my application?";"When you apply for a seasonal work permit online in Enter Finland, you can follow the processing of your application in the online service. 

In high season, the processing situation of applications for a seasonal work permit is updated every week on the page Seasonal work.

We process applications for seasonal work in the order in which they have been submitted. However, we take into account the starting date of the employment in the processing.  

We try to process applications submitted for the same employer at the same time. 

The legal processing time for seasonal work applications is 90 days. ";"90 days / ninety days";"I have a question about seasonal work."
"23.10.2024";"https://migri.fi/en/faq-seasonal-work";"I am currently working in Finland with a residence permit for seasonal work. I would like to keep doing seasonal work in Finland. The work lasts for 2 months. Can I apply for a certificate for seasonal work?";"No, you cannot. Applying for a certificate for seasonal work in order to continue your stay is not possible. Depending on the length of the employment relationship, you need to apply for either a residence permit for seasonal work or a residence permit for an employed person. If you have a residence permit in Finland granted on other grounds or if you have a pending residence permit application in Finland, you cannot apply for a seasonal work certificate, either.  ";"";"I have a question about seasonal work."
"23.10.2024";"https://migri.fi/en/faq-seasonal-work";"How can I pay the processing fee?";"There are different ways to pay the fee.

Certificate for seasonal work:

You can pay online in Enter Finland with the most common credit cards or with Finnish online banking credentials.
You can also pay by bank transfer directly to the bank account of the Finnish Immigration Service: FI59 8129 9710 0117 35 or FI86 1804 3000 0154 04. Write your name and the reference ‘Certificate for seasonal work’ in the message field. After making the payment, log in to Enter Finland and attach a receipt of the payment to your application. Attach to your application a copy of the receipt also when you are applying with a paper form.
Residence permit for seasonal work:

You can pay online in Enter Finland. Finnish online banking credentials and all major credit cards are accepted.
Alternatively, you can pay the processing fee when you visit a Finnish mission abroad or a service point of the Finnish Immigration Service in Finland to prove your identity. Before the visit, you must have filled in the application form or submitted an online application in Enter Finland.";"FI59 8129 9710 0117 35 ; FI86 1804 3000 0154 04";"I have a question about seasonal work."
